c_id,is_course,name,dept,description,university,professor,related_doc_link,demo_video_link,prereq,overall_rating,overall_count,ind_user_rating,ind_user_count,est_user_rating,est_user_count,uest_user_rating,uest_user_count
CSCI18,Yes,Introduction to Operating Systems,Computer Science,"Operating system history and services. File systems. Memory management. Process management - concurrent processes, communication, semaphores, monitors, deadlocks. Resource management - processor and disk scheduling. Security and protection mechanisms.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI19,Yes,Systems Architecture,Computer Science,"An in-depth analysis of one or more operating systems -- system data structures, hardware architecture, shell and kernel functions, I/O routines, interrupt handling. Other topics may include parallel hardware architectures, performance analysis.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI20,Yes,Systems Programming,Computer Science,"Topics include implementation of operating system components and modification of existing systems. Device drivers, memory management, communication networks, and file systems will be examined.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI21,Yes,Introduction to Software Engineering,Computer Science,"History, goals, and motivation of software engineering. Study and use of software engineering methods. Requirements, specification, design, implementation, testing, verification, and maintenance of large software systems.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI22,Yes,Software Engineering,Computer Science,"In-depth examination of techniques for specification, design, implementation, testing, and verification of software. Human-computer interfaces. Formal methods of software development. Use of software engineering tools for the development of substantial software projects.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI23,Yes,Simulation,Computer Science,"Simulation as a tool for the study of complex systems in computer science, statistics and operations research. Generating random variables. Review of principles behind and examples of simulation languages.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI24,Yes,Internetworking Systems and Protocols,Computer Science,"Review of underlying network technologies. Application-level interconnections, network architectures, addressing, mapping abstract addresses to physical addresses, routing datagrams, error and control messages, protocal layering, gateways, subnets. Client-server interactions. Upper layers of protocol stacks.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI25,Yes,Artificial Intelligence Programming,Computer Science,"Introduction to problem-solving methods from artificial intelligence. Production systems. Knowledge-based systems. Machine learning. Topics chosen from fuzzy logic, neural network models, genetic algorithms. Verification, validation, testing.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI26,Yes,Principles of Artificial Intelligence,Computer Science,"Analysis of knowledge-based and neural models, including self-organization, sequential learning models, neurally inspired models of reasoning and perception. Integration of different paradigms.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI27,Yes,Computer Graphics,Computer Science,"Hardware devices, raster graphics, device in dependence, graphic data structure and representations, interactive techniques, and algorithms for the display of two- and three-dimensional objects, graphic transformation, graphics standards, modeling ,animation, VRML, and scientific visualization.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI28,Yes,Advanced Computer Graphics,Computer Science,"Visible surface algorithms, lighting and shading, textures, curves and surfaces, computer-aided design, advanced modeling techniques, solid modeling, advanced raster graphics architecture, advanced geometric and raster algorithms, user interface, ray tracing, animation techniques, and fractals.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI29,Yes,Design and Analysis of Algorithms,Computer Science,"Models of computation and measures of complexity, algorithms for sorting and searching, set representation and manipulation, branch and bound, integer and polynomial arithmetic, pattern-matching algorithms, parsing algorithm, graph algorithm, NP-complete problems.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI30,Yes,Parallel Processing,Computer Science,"Characteristics, and classification of computer systems. Notion and realization of parallelism. Pipeline design techniques. Vector processing. Array processing. Multiprocessing. Multiprocessing vs. multicomputers. Shared memory vs message-passing, problem solving and parallel programming. Architectural trends.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI31,Yes,Distributed Computer Systems,Computer Science,Characteristics and design of distributed systems. Application and network interconnectivity. Enterprise computing. Distributed data and transaction management. Distributed operating systems. Distributed problem solving and programming.,Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI32,Yes,Formal Languages and Automata,Computer Science,"Introduction to formal language theory. Context-free grammars, context-sensitive grammars, unrestricted grammars; properties of context-free languages, push-down automata.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI33,Yes,Automata Theory,Computer Science,"Formal Languages, abstract machines, algebraic approach to automata, term rewriting systems, formal power series, cryptography, parallel computation.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI34,Yes,Theory of Computation,Computer Science,"General models of computation, recursive functions, undecidable problems, propositional calculus, predicate calculus, complexity classes, NP-complete problems.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI35,Yes,Combinatorial Algorithms,Computer Science,"Design and analysis of efficient algorithms for combinatorial problems. Network flow theory, matching theory, augmenting-path algorithms, branch-and-bound algorithms, data structure techniques for efficient implementation of combinatorial algorithms, analysis of data structures, application of data structural techniques to sorting, searching, and geometric problems.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI36,Yes,Artificial Intelligence,Computer Science,"Software technology for artificial intelligence systems, including expert systems. Knowledge- based and rule-based systems. Explanation and learning. User-oriented interfaces.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI37,Yes,Wireless Communications and Mobile Computing,Computer Science,"Review of basic wireless communication concepts, protocols, and architectures. Study of IEEE 802.11 based wireless LANs, wireless mobile ad hoc networks, wireless sensor networks, and wireless mesh networks. Mobile IP and cellular networks.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI38,Yes,Human-Computer Interaction,Computer Science,"Software engineering approach to human-computer interaction. Design, evaluation, and implementation of user interfaces and experiences. Modeling, prototyping, inspection, and usability testing. Relationship of user interface characteristics to attention, errors, and efficiency.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI39,Yes,Software Development and Environments,Computer Science,"Overview of advanced and state-of-the-practice software engineering methodologies and techniques for software development, software environments, software verification, software planning, or cost estimation. Selected topics from current research.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI40,Yes,Advanced Software Engineering,Computer Science,"Theoretical and practical aspects of software engineering emphasizing requirements analysis, specification, design, coding, testing, correctness, maintenance, and management. Examination of reliability, performance, and software metrics.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI41,Yes,Computer Architecture,Computer Science,"Contemporary computer architectures. Pipelined, superscalar, shared and distributed memory, multicore and embedded systems. Memory hierarchy, computer arithmetic, interconnection networks. Selected topics from current research.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI42,Yes,Operating Systems,Computer Science,"Performance monitoring and fine-tuning. Network operating system design. Concurrency, analysis of deadlock. Selected topics from current research.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI43,Yes,Advanced Web Application Development,Computer Science,"Application development for the World-Wide Web. Three-tier architecture; authentication, capability, and session management; versioning and open-source development. Case studies and project work",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI44,Yes,Advanced Database Systems,Computer Science,"Implementation of database systems on modern hardware systems. Operating system design issues, including buffering, page size, prefetching, etc. Query processing algorithms; design of crash recovery and concurrency contro",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI45,Yes,Programming Language Principles,Computer Science,"Advanced topics in programming languages concurrency, exceptions, types, procedures, execution models. Introduction to the formal specification of programming languages syntax specification, semantic specification.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI46,Yes,Computer Organization,Computer Science,Computer busses. Microprogramming and instruction execution. Interrupts. Data communications.,Fresno State,,,,,0,0,0,0,0,0,0,0
CPE 64,, Introduction to Logic Design. ,Computer Science,"logic gates, binary number system, conversion between number systems, Boolean algebra, Karnaugh maps, combinational logic, digital logic design, flip-flops, programmable logic devices (PLDs), counters, registers, memories, state machines, designing combinational logic and state machines into PLDs, and basic computer architecture. Lab emphasizes the use of software equation entry design tools, the use of a schematic entry, and the use of a logic simulation design tool. Lab assignments are design-oriented. Lecture three hours; laboratory three hours.",California State University Sacramento,,,,,5,3,5,3,0,0,0,0
CPE 64W,,Introduction to Logic Design Workshop.,Computer Science,Designated to assist students in developing a more thorough understanding of logic simulation and logic design. Focus is on problem solving and design.,California State University Sacramento,,,,,5,4,5,4,0,0,0,0
CPE 138,,Computer Networks and Internets.,Computer Science,"Overview of the fundamentals of computer networks and connections between networks, from the physical layer up through peer-to-peer communications at the application level. Lower layer characteristics including serial vs. parallel, capacity issues, high-speed connections, LAN framing and error handling. LAN vs. WAN characteristics, network architecture and the ISO network model. Internetworking components including LANs, repeaters, routers, bridges, and gateways. Internet addresses, TCP/IP, and the Domain Name System. Common Internet client/server application protocols including SMTP and FTP. Client/Server programming involving sockets. World Wide Web characteristics including CGI and HTTP protocol, Web pages, Web browsers, Web servers, and Applets. Introduction to advanced Web issues such as Web security, Search engine operations, and Web database operations.",California State University Sacramento,,,,,4,2,4,2,0,0,0,0
CPE 142,,Advanced Computer Organization,Computer Science,"Design and performance issues of computers. Instruction set architecture, computer arithmetic, processor design, survey of contemporary architectures, interfacing I/O devices, hierarchal memory design and analysis, parallelism and multiprocessing, distributed systems, techniques for enhancing performance, and an introduction to EDA tools for design and verification of computers. Design and simulation of a microcomputer in an HDL.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
CPE 144,, Dsp Architecture Design,Computer Science,"Fundamental principles of Digital Signal Processing (DSP) sampling theory, aliasing effects, frequency response, Finite Impulse Response filters, Infinite Impulse Response filters, spectrum analysis, Z transforms, Discrete Fourier Transform, and Fast Fourier Transform. Emphasis on hardware design to achieve high-speed real and complex multiplications and additions. Pipelining, Harvard, and modified Harvard architectures are included. Concludes with architectural overviews of modern DSP applications modems, speech processing, audio and video compression and expansion, and cellular.",California State University Sacramento,,,,,2,2,2,2,0,0,0,0
CPE 151,,Cmos And Vlsi.,Computer Science,"Begins with an introduction to CMOS gates and design of CMOS combinational and sequential functions at the gate level, including CMOS memory. The theory of MOS transistors is covered including DC equations, threshold voltage, body effect, subthreshold region, channel length modulation, tunneling, punch through, basic CMOS invertor, and the CMOS transmission gate. A basic exposure to VLSI includes the following topics CMOS processing technology, CMOS layout, CMOS circuit design and CMOS logic design. Simulations on SPICE and basic VLSI layouts using LEDIT will be included.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
CPE 153,, Vlsi Design,Computer Science,"Review basic CMOS VLSI technology, circuit characterization and performance estimation, and provides detailed information on synthesis, placing and routing, clocking strategies, quality and reliability, and I/O structures. Design examples, design techniques, and testing techniques will be presented via current EDA design tools. Students assigned one project from concept design through validation.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
CPE 159,, Operating System Pragmatics.,Computer Science,"Application of operating system principles to the design and implementation of a multi-tasking operating system. Students will write an operating system for a computer system. Topics include scheduling of processes, control and allocation of computer resources and user interfacing",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
CPE 166,,Advanced Logic Design,Computer Science,"VHDL and Verilog Hardware Description Languages are studied and used on the following advanced level logic design topics synchronous state machines, asynchronous state machines, metastability, hazards, races, testability, boundary scan, scan chains, and built-in self-tests. Commercial Electronic Design Automation (EDA) toolsets are used to synthesize lab projects containing a hierarchy of modules into Field Programmable Gate Arrays (FPGAs). Post synthesis simulations by these same tools verify the design before implementation on rapid prototyping boards in the lab.",California State University Sacramento,,,,,0.6,1,0,0,0,0,0.6,1
CPE 185,,Computer Interfacing.,Computer Science,"Design of microcomputer systems including memory systems, parallel and serial input/output, timer modules, and interrupt structures; designing ""C"" language code, in laboratory, to exercise interface modules of parallel and serial input/output, timer modules, and interrupts; extensive study of interrupt handlers, assemblers, linkers, and loaders. Practical features of interfaces, handshaking techniques, displays, keypads, and trackballs are included.",California State University Sacramento,,,,,0.9,1,0,0,0.9,1,0,0
CPE 186,, Computer Hardware System Design.,Computer Science,"Study of Intel and Motorola architectures, bus structures, interrupts, memory interface and controllers, bus arbitration, DMA controllers, I/O interface, bridges and microcontroller. Electromagnetic compatibility and regulations, cabling and shielding, grounding, digital circuit noise and layout.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
CPE 187,, Embedded Processor System Design,Computer Science,"Students will design, construct and test an embedded processor system project. All address decoding, control functions, input and output ports, handshaking signals and interrupt control will be implemented in an FPGA. The system will interface to a microcontroller system. Students will use an assembler, a C compiler and either VHDL or Verilog to fully test their project. Laboratory techniques include oscilloscopes, logic analyzers, protocol analyzers and programmers for EPROMs, FLASH and microcontrollers",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
CPE 195,,Fieldwork in Computer Engineering.,Computer Science,Directed observations and work experience in computer engineering with firms in the industry or public agencies. Supervision is provided by the instructional staff and the cooperating agencies. Faculty approval required.,California State University Sacramento,,,,,0.6,1,0,0,0,0,0.6,1
CPE 273,, Hierarchical Digital Design Methodology,Computer Science,"Advanced logic modeling, simulation, and synthesis techniques. Topics include modeling, simulation, and synthesis techniques, using Hardware Description Language (HDL's), Register Transfer Level (RTL) representation, high level functional partitioning, functional verification and testing, computer-aided logic synthesis, logical verification and testing, timing and delay analysis, automated place and route process', and design with Application Specific Integrated Circuits (ASICs) and programmable logic",California State University Sacramento,,,,,0.9,1,0,0,0.9,1,0,0
CPE 274,, Advanced Timing Analysis,Computer Science,"Timing analysis of Application Specific Integrated Circuit (ASIC) designs Topics include ASIC design methodology, static timing analysis, timing design constraints, design reports, clock timing issues, timing exceptions, operating conditions, hierarchical analysis, analyzing designs with asynchronous logic, performance measurement and power issues.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
CPE 280,,Advanced Computer Architecture.,Computer Science,"Introduction to parallel architecture covering computer classification schemes, fine and course grain parallelism, processor interconnections, and performance issues of multiprocessor systems. Includes parallel and pipelined instruction execution, structure of multiprocessor systems, memory hierarchy and coherency in shared memory systems, programming issues of multiprocessor systems, arithmetic pipeline design, and design for testability.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 64,, Introduction to Logic Design.,Computer Science,"Covers the following topics logic gates, binary number system, conversion between number systems, Boolean algebra, Karnaugh maps, combinational logic, digital logic design, flip-flops, programmable logic devices (PLDs), counters, registers, memories, state machines, designing combinational logic and state machines into PLDs, and basic computer architecture. Lab emphasizes the use of software equation entry design tools, the use of a schematic entry, and the use of a logic simulation design tool. Lab assignments are design-oriented",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 64W,, Introduction to Logic Design Workshop.,Computer Science,,California State University Sacramento,,,,,5,3,5,3,0,0,0,0
EEE 102,,EEE 102. Analog/Digital Electronics.,Electrical Engineering,"Introduction to analog/digital electronics, diodes, FET's, BJT's, DC biasing, VI characteristics, single-stage amplifiers, power supplies and voltage regulators, power electronic devices, OP-amps, active filters, A/D and D/A converters.",California State University Sacramento,,,,,5,4,5,4,0,0,0,0
EEE 108,,EEE 108. Electronics I,Electrical Engineering,"Introduction to electronics, ideal OP-AMPS, BJTs, FETs, DC biasing, VI characteristics, single stage amplifiers, low frequency small signal models, power supplies and voltage regulation.",California State University Sacramento,,,,,4,2,4,2,0,0,0,0
EEE 109,,EEE 109. Electronics II.,Electrical Engineering,"Differential and multistage amplifiers, high frequency models (BJTs and FETs), feedback and sensitivity, power amplifiers, oscillators and waveform shaping circuits.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 110,,EEE 110. Advanced Analog Integrated Circuits.,Electrical Engineering,"The use of operational amplifiers in circuit designs for applications such as filtering, switched capacitor design, sample and hold design, instrumentation amplifiers, and voltage reference circuitry will be explored, as well as topics in Feedback Theory.",California State University Sacramento,,,,,2,2,2,2,0,0,0,0
EEE 117,,EEE 117. Network Analysis.,Electrical Engineering,"Review of Sinusoidal steady state, phasors, complex power, three phase power, mutual inductance, series and parallel resonance. Introduction to application of Laplace transforms in network analysis, transfer functions, Bode plots, Fourier series, two-port circuits.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 120,,EEE 120. Electronic Instrumentation,Electrical Engineering,"Fundamental principles of sensors and instrumentation systems, together with their electrical implementation, such as biasing and signal conditioning circuits. Temperature, force, pressure, and mechanical sensors. Optical sensors, including a brief introduction to light sources and detectors. Applications to biomedical engineering and industrial control.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 122,,EEE 122. Applied Digital Signal Processing.,Electrical Engineering,"Application of digital signal processing to biomedical signals. Origin and characteristics of biomedical signals and contaminations. Preparation of biomedical signals for processing, including sensors, amplification, filtering, sampling, and quantization. Time-domain processing, including peak and zero-crossing detection, time interval measurement, peak height, and moving average estimates of mean and root mean square value. Frequency domain processing, including filtering to separate biomedical signal components and spectrum estimation. Joint time-frequency analysis.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 130,,EEE 130. Electromechanical Conversion,Electrical Engineering,"Magnetic circuits and principles of electromechanical energy conversion, 3-Phase, DC machines, state equations, terminal characteristics, transformers, AC machines, terminal characteristics of synchronous machines, stability considerations. Induction machine theory. Introduction to energy sources including conventional and nuclear power plants",California State University Sacramento,,,,,0.6,1,0,0,0,0,0.6,1
EEE 135,,EEE 135. Renewable Electrical Energy Sources and Grid Integration,Electrical Engineering,"The study of existing sources of renewable electric energy such as wind, solar, geothermal, hydro, tidal, wave power, and biomass. Emphasis on wind and solar energy sources and their integration into the electric power grid. Various energy storage methods to accommodate the intermittent nature of these resources. Economic constraints, environmental benefits and institutional regulations.",California State University Sacramento,,,,,0.9,1,0,0,0.9,1,0,0
EEE 136,,EEE 136. Smart Electric Power Grid.,Electrical Engineering,"Smart grid to enhance reliability, security, robustness and efficiency of transmission and distribution systems. Integration of renewable energy sources and distributed generation. Energy storage systems. Advanced metering infrastructure, home-area networks, micro-grids, real-time pricing, plug-in hybrid vehicles, demand response, load curve sharing. Control, monitoring and protection grid; SCADA systems. Voltage and load frequency control to ensure balance. Enabling active participation of consumer. Anticipating and responding to system disturbance in self healing manner. Providing power quality for digital systems needs.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 141,,EEE 141. Power System Analysis.,Electrical Engineering,"Characteristics of power system components; power system planning; transmission line parameters and the steady-state performance of transmission lines; disturbance of the normal operating conditions, symmetrical components and sequence impedances; analysis of balanced and imbalanced faults; and a brief review of protection systems.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 142,,EEE 142. Energy Systems Control and Optimization,Electrical Engineering,"Energy systems and ecology, load flow studies, sensitivity; optimum allocation and dispatching; optimal dynamic system control; modern stability studies. Students in the course will use MATLAB to solve problems.",California State University Sacramento,,,,,0.6,1,0,0,0,0,0.6,1
EEE 143,,EEE 143. Power System Laboratory,Electrical Engineering,"Simulation of three phase operations and transmission line operation including voltage regulation, efficiency of long lines, power system stability, voltage control and load-frequency control, load flow and optimal dispatch for simplified interconnected systems.",California State University Sacramento,,,,,0.9,1,0,0,0.9,1,0,0
EEE 145,,EEE 145. Power System Relay Protection,Electrical Engineering,"Principles of relay techniques (classical and solid state), current and potential transformers and their application in relaying technique, overcurrent, differential, impedance, frequency, overvoltage and undervoltage relays, relay protection of overhead and underground power lines, generators, transformers, motors, buses and computer applications in relay protection.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE144,,EEE 144. Electric Power Distribution.,Electrical Engineering,"Operation and design of utility and industrial distribution systems including distribution system planning; load characteristics; application of distribution transformers; design of subtransmission lines, distribution substations, primary systems, secondary systems; application of capacitors; voltage regulation and reliability. ",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 146,,EEE 146. Power Electronics Controlled Drives.,Electrical Engineering,"Review thyristors, controlled rectifiers, DC choppers and inverters and pulse width modulation methods including space vector method. Control of DC drives and methods of control of induction synchronious motors including flux-vector methods and computer simulations will be studied",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 161,,EEE 161. Applied Electromagnetics,Electrical Engineering,"Review of vector calculus. Electrostatic fields from lines, surface and volume charges by Coulomb's law, Gauss' law, Laplace's and Poisson's equations. Capacitance. Magnetostatic field calculations using Biot-Savart's law and Ampere's law. Inductance. Forces on moving charges. Magnetic materials. Electric and magnetic energy in fields. Faraday's law. Ideal transformer. Moving conductor in time-varying magnetic field. Displacement current. Charge-current continuity relation. Transmission line analysis, characteristic impedance, reflection coefficient and standing wave concepts. Introduction to Smith Chart solutions to matching problems",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 162,,EEE 162. Applied Wave Propagation,Electrical Engineering,Review of distributed circuit theory and the Smith chart. Impedance matching using series or shunt lumped and distributed circuits or near-quarterwave-matching sections. Noise temperature and noise figure. Scattering coefficient characterization of two-ports. Stability circles for high frequency transistors. Constant gain and noise figure circles. Basic antenna theory. Illustrated by their use for cell phones and other wireless systems.,California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 165,,EEE 165. Introduction To Optical Engineering,Electrical Engineering,"Generation, propagation and detection of light. Fresnel equations, Snells law, diffraction, polarization and interference. Operating principles of LEDs, lasers, photodiodes and optical fibers. Introduction to optical communications systems, integrated optical devices, and optical instrumentation.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 166,,EEE 166. Physical Electronics,Electrical Engineering,"Semiconductor physics, atomic models and crystal structures. Quantum theory, energy bands, motion of charge carriers, minority/majority carrier profiles and pn junctions. Manufacturing processes for and operating characteristics of diodes, bipolar transistors and field effect devices.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 174,,EEE 174. Introduction to Microprocessors.,Electrical Engineering,"Topics include microcomputer systems, microprocessor architecture, machine and assembly language programming, timing operations, bus arbitration and exception processing logic, addressing modes, parallel and serial ports, memory, assemblers and development systems.",California State University Sacramento,,,,,5,3,5,3,0,0,0,0
EEE 178,,EEE 178. Introduction to Machine Vision.,Electrical Engineering,"Fundamental digital image processing and machine vision concepts and their application to the fields of robotics and automation. Topics include digital image processing, image formation, two dimensional transforms, boundary descriptors, motion, camera calibration, vision for robot control, 3-D vision, and hardware architectures to support vision.",California State University Sacramento,,,,,5,4,5,4,0,0,0,0
EEE 180,,EEE 180. Signals and Systems,Electrical Engineering,"Rigorous development of the fundamental relationships governing time-domain and frequency-domain analysis of linear continuous-time and discrete-time systems. Topics include Fourier, Laplace and z-transforms, sampling theorem, modulation, system stability, and digital filters.",California State University Sacramento,,,,,4,2,4,2,0,0,0,0
EEE 181,,EEE 181. Introduction to Digital Signal Processing.,Electrical Engineering,"Focuses on the application of linear systems theory to design and analysis of digital signal processing systems. Discrete systems, the z transform, and discrete Fourier transform are reviewed. Design of infinite impulse response filters, finite impulse response filters, and digital spectral analysis systems is presented. Computer simulation is used to study the performance of filters and spectral analysis systems. Signal processing architectures are introduced.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 183,,EEE 183. Digital and Wireless Communication System Design,Electrical Engineering,"Review of fundamentals, probability, information, distortion by channel, sampling, pulse code modulation, companding, link power calculation, noise figure, pseudo noise. Matched filter detection of binary signals, bit error rate, inter-symbol interference, zero-forcing equalizers. Effects of additive white Gaussian noise in pulse code modulation, spread spectrum in multiple access, cellular radio and other wireless applications. Procedure for making design trade offs will be discussed.",California State University Sacramento,,,,,2,2,2,2,0,0,0,0
EEE 184,,EEE 184. Introduction to Feedback Systems,Electrical Engineering,"Dynamic system modeling by transfer function and state-space methods using differential equation, time-response and frequency-response methods. Determination of steady-state errors due to step, ramp and parabolic inputs and disturbances for closed-loop systems. Mapping of block diagrams and state-space representations to signal flow graphs (SFG) as well as finding the transfer function of the system represented by the SFG by Mason's Rule. Closed-loop system stability is examined via poles and eigenvalues and by using the Routh-Hurwitz criterion. Introduction to observability and controllability of systems. Design of compensators for feedback systems using root-locus, frequency response and state-space methods. Introduction to digital control. Computer simulation methods such as MATLAB and SIMULINK are used to support the above subjects",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 185,,EEE 185. Modern Communication Systems.,Electrical Engineering,"Review of signal and system analysis, sampling theorem and Nyquist's criteria for pulse shaping, signal distortion over a channel, study of digital and analog communication systems, line coding, signal to noise ratios, performance comparison of various communication systems.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 187,,EEE 187. Robotics.,Electrical Engineering,"Includes robot architectures, sensing position/velocity, digital circuit noise, actuator and path control, robot coordinate systems, kinematics, differential motion, computer vision/architectures, and artificial intelligence. Laboratory will apply lecture theory in design experiments utilizing five degree-of-freedom robots, an industrial robot, and vision systems.",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 188,,EEE 188. Digital Control System.,Electrical Engineering,"Intended to present treatment of the classical digital control with an introduction to modern digital control system in the state space. Z-transform as applied to discrete-time systems with transformation from the s-plane to the z-plane. Analyzes digital control systems using Nyquist and Bode plots and root-locus. Stability analysis of digital systems using Jury test, Routh Criterion, Nyquist and Bode plots. Design using root-locus and Bode plots introduced. Introduction to state-space and pole assignment. Finite-word length effects. MATLAB applications.",California State University Sacramento,,,,,0.6,1,0,0,0,0,0.6,1
EEE 286,,EEE 286. Microcomputer System Design II,Electrical Engineering,"Includes PCI and PCI express bus specifications/architecture, PCI bridges transaction ordering, PCI express transactions and handshaking protocols, electromagnetic interference, methods of eliminating interference, shielding grounding, balancing, filtering, isolation, separation, orientation, cancellation techniques and cable design. Involves design projects and research presentations on PCI and PCI Express Bridge",California State University Sacramento,,,,,0.9,1,0,0,0.9,1,0,0
EEE 285,,EEE 285. Micro-Computer System Design I.,Electrical Engineering,"Focuses on design of the microprocessor based computer system, study of bus structures, interrupt schemes, memory interfacing, timing, bus arbitration, system architecture, data communications, introduction to multiprocessor systems, and software development",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 280,,EEE 280. Advanced Computer Architecture.,Electrical Engineering,"Introduces computer classification schemes, structures of uni- and multi-processor systems, parallelism in uniprocessor systems, design and performance analysis of pipelined and array processors; survey and analysis of interconnection networks and parallel memory organizations; programming issues of multiprocessor systems; and fault tolerant computing and design for testability",California State University Sacramento,,,,,3,2,3,2,0,0,0,0
EEE 274,,EEE 274. Advanced Timing Analysis,Electrical Engineering,"Timing analysis of Application Specific Integrated Circuit (ASIC) designs Topics include ASIC design methodology, static timing analysis, timing design constraints, design reports, clock timing issues, timing exceptions, operating conditions, hierarchical analysis, analyzing designs with asynchronous logic, performance measurement and power issues",California State University Sacramento,,,,,0.6,1,0,0,0,0,0.6,1
EEE 273,,EEE 273. Hierarchical Digital Design Methodology.,Electrical Engineering,"Hierarchical digital design course that includes State machine design, Programmable Logic Devices, digital simulation techniques, digital interface, design with ASIC (Application Specific Integrated Circuits), programmable Gate Arrays, and designing with Gas high speed logic devices. Problems with EMI, RFI and EMC will be presented along with design guidelines.",California State University Sacramento,,,,,0.9,1,0,0,0.9,1,0,0
EEE 270,,EEE 270. Advanced Topics in Logic Design,Electrical Engineering,"Theoretical topics and practical applications relating to high speed digital systems. Review of basic transmission line theory, crosstalk, impact of PCB traces, vias, and connectors on signal integrity, return current paths, simultaneous switching noise, high frequency power delivery, high speed timing budgets, high speed bus design methodologies, radiated emissions, and system noise.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 267,,EEE 267. Fiber Optic Communications.,Electrical Engineering,"Fundamentals of modern lightwave communication systems, sources detectors and optical fibers. Study of dispersion in Step Index, Graded Index and Single Mode Optical Fibers. Intensity Modulated Direct Detection systems (IMDD) and Coherent Fiber Optic Systems (COFOCS). Performance evaluation and design considerations. Wavelength division multiplexing, Local Area Networks, optical amplifiers and photonic switching.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 265,,EEE 265. Optoelectronic Engineering.,Electrical Engineering,"Generation, propagation and detection of light. Fresnel equations, Snell's law, diffraction, polarization, and interference. Operating principles of LEDs, lasers, photodiodes, optical fibers, photovoltaic devices. Introduction to optical communications systems and optical instrumentation.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
EEE 264,,EEE 264. Advanced Topics in Wireless Communications,Electrical Engineering,"Advanced theoretical and practical aspects of modern wireless communications. Specific topics include advanced cellular concepts, modern small-scale and large-scale propagation models, complex equalization and diversity system design, 3G (third generation) wireless networks, Bluetooth and Personal Area Networks (PANs), GPRS (General Packet Radio Service) and wireless measurement techniques.",California State University Sacramento,,,,,0,0,0,0,0,0,0,0
